고유 아이디,고유 아이디2,파일 저장명,파일 원본명,파일 섬네일명,파일 저장 경로,파일 크기,파일 종류,사용유무,파일명
402,263,20131224115119417.JPG,058_트리케라톱스_01.JPG,thum_20131224115119417.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20150106095807058.JPG,275964,image/jpeg,Y,트리케라톱스 측면
421,15,20131224120013599.JPG,004_트리케라톱스_01.JPG,thum_20131224120013599.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20150106100018753.JPG,359031,image/jpeg,Y,트리케라톱스 앞면
427,264,20131224125750041.JPG,015_트리케라톱스_02.JPG,thum_20131224125750041.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20150106100056811.JPG,209377,image/jpeg,Y,트리케라톱스 앞면
434,267,20131224130813061.JPG,042_트리케라톱스_02.JPG,thum_20131224130813061.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20150106100134401.JPG,241318,image/jpeg,Y,트리케라톱스 두개골 앞면
439,268,20131224130943199.JPG,062_트리케라톱스_01.JPG,thum_20131224130943199.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20150106100134820.JPG,77903,image/jpeg,Y,트리케라톱스 측면
458,278,20131224132331555.jpg,107_테리지노사우루스_01.jpg,thum_20131224132331555.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20150106100156121.JPG,79572,image/jpeg,Y,테리지노사우루스 측면
461,280,20131224132902500.JPG,106_테논토사우루스발골격_01.JPG,thum_20131224132902500.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20150106100211749.JPG,38183,image/jpeg,Y,테논토사우루스 발 골격
465,282,20131224133208570.JPG,015_타르보사우루스_02.JPG,thum_20131224133208570.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224133208570.JPG,202045,image/jpeg,Y,타르보사우루스 골격 측면
476,285,20131224134412936.JPG,106_코엘로피시스발골격_02.JPG,thum_20131224134412936.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224134412936.JPG,40447,image/jpeg,Y,코엘로피시스 발 골격
480,287,20131224134629221.jpg,098_코엘로피시스(오른쪽)_01.jpg,thum_20131224134629221.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131224134629221.jpg,60851,image/jpeg,Y,코엘로피시스 두개골(오른쪽)
502,297,20131224140202268.JPG,106_이구아노돈엄지발가락_01.JPG,thum_20131224140202268.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224140202268.JPG,41713,image/jpeg,Y,이구아노돈 엄지 발가락
506,299,20131224140524060.JPG,106_유오플로케팔루스_02.JPG,thum_20131224140524060.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224140524060.JPG,51774,image/jpeg,Y,유오플로케팔루스 골격
513,301,20131224140901771.JPG,032_디플로도쿠스_01.JPG,thum_20131224140901771.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224140901771.JPG,187275,image/jpeg,Y,디플로도쿠스 골격
523,305,20131224141437309.JPG,106_딜로포사우루스두개골_01.JPG,thum_20131224141437309.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224141437309.JPG,59386,image/jpeg,Y,딜로포사우루스 두개골
525,306,20131224141505918.JPG,032_오비랩터_02.JPG,thum_20131224141505918.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224141505918.JPG,164130,image/jpeg,Y,오비랍토르 골격 측면
527,308,20131224141621787.JPG,058_레소토사우루스_01.JPG,thum_20131224141621787.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224141621787.JPG,303226,image/jpeg,Y,레소토사우루스
528,309,20131224141636497.JPG,062_오비랩터의둥지화석_01.JPG,thum_20131224141636497.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224141636497.JPG,54042,image/jpeg,Y,오비랩터의 둥지화석
243,183,20131218210223747.jpg,19.jpg,thum_20131218210223747.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131218210223747.jpg,116123,image/jpeg,Y,IBM Stretch Engineering Console
253,193,20131218210833878.jpg,33.jpg,thum_20131218210833878.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131218210833878.jpg,99856,image/jpeg,Y,Microprecessors
260,200,20131218212143210.jpg,24.jpg,thum_20131218212143210.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131218212143210.jpg,93113,image/jpeg,Y,토마스 에디슨
284,224,20131223135731422.JPG,062_데이노니쿠스_01.JPG,thum_20131223135731422.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131223135731422.JPG,54375,image/jpeg,Y,데이노니쿠스 앞면
291,227,20131223141302037.JPG,014_디플로도쿠스_01.JPG,thum_20131223141302037.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131223141302037.JPG,181007,image/jpeg,Y,디플로도쿠스 골격
300,230,20131223172951317.JPG,106_헤레라사우루스_05.JPG,thum_20131223172951317.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131223172951317.JPG,74273,image/jpeg,Y,헤레라사우루스 골격
312,233,20131223173708637.jpg,098_플라테오사우루스(왼쪽)_01.jpg,thum_20131223173708637.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131223173708637.jpg,61661,image/jpeg,Y,플라테오사우루스 두개골(왼쪽)
318,236,20131223174422662.JPG,015_프시타코사우루스_01.JPG,thum_20131223174422662.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131223174422662.JPG,171283,image/jpeg,Y,프시타코사우루스 골격
321,238,20131223174710547.JPG,106_프로토케라톱스_01 (2).JPG,thum_20131223174710547.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131223174710547.JPG,60563,image/jpeg,Y,프로토케라톱스 골격
325,240,20131223175134377.JPG,004_프로토케라톱스_01.JPG,thum_20131223175134377.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131223175134377.JPG,341353,image/jpeg,Y,프로토케라톱스 측면
327,240,20131223175134670.JPG,004_프로토케라톱스_03.JPG,thum_20131223175134670.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131223175134670.JPG,335726,image/jpeg,Y,프로토케라톱스 앞면
330,241,20131223175508706.JPG,042_프로토케라톱스_01.JPG,thum_20131223175508706.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131223175508706.JPG,242002,image/jpeg,Y,프로토케라톱스 골격 앞면
335,243,20131223175828373.JPG,058_프로토케라톱스_03.JPG,thum_20131223175828373.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131223175828373.JPG,332338,image/jpeg,Y,프로토케라톱스 앞면
338,244,20131223180126176.JPG,106_파키케팔로사우루스두개골_01.JPG,thum_20131223180126176.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131223180126176.JPG,88284,image/jpeg,Y,파키케팔로사우루스 두개골
339,245,20131223180334600.JPG,062_파키케팔로사우루스_01.JPG,thum_20131223180334600.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131223180334600.JPG,75558,image/jpeg,Y,파키케팔로사우루스 측면
352,249,20131224095326391.JPG,004_파라사우룰로푸스_03.JPG,thum_20131224095326391.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224095326391.JPG,169156,image/jpeg,Y,파라사우룰로푸스 앞면
356,251,20131224110747960.JPG,058_파라사우롤로푸스_01.JPG,thum_20131224110747960.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224110747960.JPG,250271,image/jpeg,Y,파라사우롤로푸스 측면
357,251,20131224110748101.JPG,058_파라사우롤로푸스_02.JPG,thum_20131224110748101.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224110748101.JPG,254353,image/jpeg,Y,파라사우롤로푸스 측면
361,253,20131224112540666.JPG,076_파라사우롤로푸스_01.JPG,thum_20131224112540666.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224112540666.JPG,51731,image/jpeg,Y,파라사우롤로푸스 측면
363,255,20131224112738438.JPG,106_파라사우롤로푸스두개골_01.JPG,thum_20131224112738438.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224112738438.JPG,55153,image/jpeg,Y,파라사우롤로푸스 두개골
367,257,20131224113238042.jpg,010_티라노사우루스_01.jpg,thum_20131224113238042.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131224113238042.jpg,267484,image/jpeg,Y,티라노사우루스 측면
371,21,20131224113706848.JPG,032_티라노사우루스_01.JPG,thum_20131224113706848.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224113706848.JPG,159793,image/jpeg,Y,티라노사우루스 두개골
378,20,20131224113909697.JPG,004_티라노사우루스알_01.JPG,thum_20131224113909697.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224113909697.JPG,310083,image/jpeg,Y,티라노사우루스 알
388,261,20131224114545950.JPG,090_티라노사우루스_01.JPG,thum_20131224114545950.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224114545950.JPG,64280,image/jpeg,Y,티라노사우루스 앞면
390,261,20131224114546214.JPG,090_티라노사우루스_03.JPG,thum_20131224114546214.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224114546214.JPG,76542,image/jpeg,Y,티라노사우루스 앞면
397,262,20131224114841863.JPG,106_티라노사우루스꼬리뼈_01.JPG,thum_20131224114841863.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224114841863.JPG,50379,image/jpeg,Y,티라노사우루스 꼬리뼈
399,262,20131224114842104.JPG,106_티라노사우루스발골격_01.JPG,thum_20131224114842104.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224114842104.JPG,54626,image/jpeg,Y,티라노사우루스 바타르 발 골격
407,18,20131224115310115.JPG,014_트리케라톱스_01.JPG,thum_20131224115310115.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224115310115.JPG,257806,image/jpeg,Y,트리케라톱스 측면
409,17,20131224115507723.JPG,016_트리케라톱스_01.JPG,thum_20131224115507723.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224115507723.JPG,252334,image/jpeg,Y,트리케라톱스 앞면
411,17,20131224115508030.JPG,016_트리케라톱스_03.JPG,thum_20131224115508030.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224115508030.JPG,261175,image/jpeg,Y,트리케라톱스 후면
425,15,20131224120240195.JPG,004_트리케라톱스_05.JPG,thum_20131224120240195.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224120240195.JPG,166057,image/jpeg,Y,트리케라톱스 측면
429,265,20131224130401743.jpg,025_트리케라톱스_01.jpg,thum_20131224130401743.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131224130401743.jpg,208026,image/jpeg,Y,트리케라톱스 앞면
442,269,20131224131036563.JPG,076_트리케라톱스_01.JPG,thum_20131224131036563.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224131036563.JPG,48617,image/jpeg,Y,트리케라톱스 앞면
444,270,20131224131153663.JPG,090_트리케라톱스_02.JPG,thum_20131224131153663.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224131153663.JPG,59053,image/jpeg,Y,트리케라톱스 측면
448,273,20131224131430199.jpg,107_트리케라톱스_01.jpg,thum_20131224131430199.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131224131430199.jpg,84248,image/jpeg,Y,트리케라톱스 측면
453,275,20131224131708035.JPG,090_투오지앙고사우루스_04.JPG,thum_20131224131708035.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224131708035.JPG,59694,image/jpeg,Y,투오지앙고사우루스 골격 앞면
455,276,20131224131958435.JPG,004_데이노니쿠스_01.JPG,thum_20131224131958435.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224131958435.JPG,365857,image/jpeg,Y,데이노니쿠스 측면
457,277,20131224132222164.JPG,042_테리지노사우루스_01.JPG,thum_20131224132222164.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224132222164.JPG,240292,image/jpeg,Y,테리지노사우루스 알
460,279,20131224132724362.JPG,062_테리지노사우르스의알둥지_01.JPG,thum_20131224132724362.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224132724362.JPG,60055,image/jpeg,Y,테레지노사우루스의 알 둥지
468,282,20131224133208998.JPG,015_타르보사우루스_05.JPG,thum_20131224133208998.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224133208998.JPG,189140,image/jpeg,Y,타르보사우루스 대퇴골
472,285,20131224134412456.jpg,106_코엘로피시스_01.jpg,thum_20131224134412456.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131224134412456.jpg,67047,image/jpeg,Y,코엘로피시스 골격
237,177,20131218205857858.jpg,13.jpg,thum_20131218205857858.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131218205857858.jpg,95603,image/jpeg,Y,EDSAC
430,266,20131224130618822.JPG,032_트리케라톱스_01.JPG,thum_20131224130618822.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224130618822.JPG,183120,image/jpeg,Y,트리케라톱스 골격 측면
433,267,20131224130812920.JPG,042_트리케라톱스_01.JPG,thum_20131224130812920.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224130812920.JPG,243560,image/jpeg,Y,트리케라톱스 두개골 측면
435,267,20131224130813198.JPG,042_트리케라톱스_03.JPG,thum_20131224130813198.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224130813198.JPG,215552,image/jpeg,Y,트리케라톱스 골격 앞면
438,267,20131224130813625.JPG,042_트리케라톱스_06.JPG,thum_20131224130813625.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224130813625.JPG,250586,image/jpeg,Y,트리케라톱스 골격 앞면
440,268,20131224130943343.JPG,062_트리케라톱스_02.JPG,thum_20131224130943343.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224130943343.JPG,81898,image/jpeg,Y,트리케라톱스 측면
443,270,20131224131153526.JPG,090_트리케라톱스_01.JPG,thum_20131224131153526.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224131153526.JPG,39643,image/jpeg,Y,트리케라톱스 앞면
447,272,20131224131351693.jpg,106_트리케라톱스_01.jpg,thum_20131224131351693.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131224131351693.jpg,77802,image/jpeg,Y,트리케라톱스 골격 정면
449,274,20131224131527419.JPG,106_트루돈_01.JPG,thum_20131224131527419.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224131527419.JPG,94028,image/jpeg,Y,트루돈 측면
452,275,20131224131707905.JPG,090_투오지앙고사우루스_03.JPG,thum_20131224131707905.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224131707905.JPG,57276,image/jpeg,Y,투오지앙고사우루스 골격 앞면
456,276,20131224131958575.JPG,004_데이노니쿠스_02.JPG,thum_20131224131958575.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224131958575.JPG,365991,image/jpeg,Y,데이노니쿠스 측면
459,279,20131224132724212.JPG,062_테리지노사우루스_01.JPG,thum_20131224132724212.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224132724212.JPG,74808,image/jpeg,Y,테레지노사우루스 측면
463,281,20131224133000998.jpg,010_테논토사우루스_01.jpg,thum_20131224133000998.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131224133000998.jpg,203794,image/jpeg,Y,사냥하는 테논토사우루스
464,282,20131224133208420.JPG,015_타르보사우루스_01.JPG,thum_20131224133208420.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224133208420.JPG,205649,image/jpeg,Y,타르보사우루스 골격 전면
471,284,20131224133527831.JPG,076_콤프소그나투스_01.JPG,thum_20131224133527831.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224133527831.JPG,58175,image/jpeg,Y,콤프소그나투스 측면
474,285,20131224134412688.JPG,106_코엘로피시스두개골_01.JPG,thum_20131224134412688.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224134412688.JPG,46644,image/jpeg,Y,코엘로피시스 두개골
475,285,20131224134412816.JPG,106_코엘로피시스발골격_01.JPG,thum_20131224134412816.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224134412816.JPG,37984,image/jpeg,Y,코엘로피시스 발 골격
482,288,20131224134729134.JPG,058_코리토사우루스_01.JPG,thum_20131224134729134.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224134729134.JPG,312279,image/jpeg,Y,코리토사우루스 측면
483,289,20131224134905966.jpg,010_켄트로사우루스_01.jpg,thum_20131224134905966.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131224134905966.jpg,282494,image/jpeg,Y,켄트로사우루스 윗면
489,292,20131224135439419.JPG,106_카우딥테릭스_01.JPG,thum_20131224135439419.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224135439419.JPG,69867,image/jpeg,Y,카우딥테릭스
499,296,20131224140020632.JPG,062_이구아노돈_02.JPG,thum_20131224140020632.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224140020632.JPG,73619,image/jpeg,Y,이구아노돈 측면
501,297,20131224140202138.JPG,106_이구아노돈발골격_02.JPG,thum_20131224140202138.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224140202138.JPG,39614,image/jpeg,Y,이구아노돈 발 골격
503,298,20131224140341862.JPG,058_유오플로케팔루스_01.JPG,thum_20131224140341862.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224140341862.JPG,357097,image/jpeg,Y,유오플로케팔루스 측면
504,298,20131224140342001.JPG,058_유오플로케팔루스_02.JPG,thum_20131224140342001.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224140342001.JPG,364594,image/jpeg,Y,유오플로케팔루스 측면
505,299,20131224140523960.jpg,106_유오플로케팔루스_01.jpg,thum_20131224140523960.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131224140523960.jpg,62262,image/jpeg,Y,유오플로케팔루스 골격
510,300,20131224140842441.JPG,058_오우라노사우루스_02.JPG,thum_20131224140842441.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224140842441.JPG,253286,image/jpeg,Y,오우라노사우루스 측면
511,300,20131224140842578.JPG,058_오우라노사우루스_03.JPG,thum_20131224140842578.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224140842578.JPG,242255,image/jpeg,Y,오우라노사우루스 측면
516,302,20131224141042309.JPG,004_디플로도쿠스_02.JPG,thum_20131224141042309.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224141042309.JPG,340275,image/jpeg,Y,디플로도쿠스 측면
517,303,20131224141314597.JPG,106_디플로도쿠스꼬리뼈_01.JPG,thum_20131224141314597.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224141314597.JPG,52339,image/jpeg,Y,디플로도쿠스 꼬리뼈
518,303,20131224141314730.JPG,106_디플로도쿠스다리뼈&손가락&꼬리뼈_01.JPG,thum_20131224141314730.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224141314730.JPG,65730,image/jpeg,Y,디플로도쿠스 다리뼈 & 손가락 & 꼬리뼈
522,304,20131224141356103.JPG,004_오비랍토르_02.JPG,thum_20131224141356103.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224141356103.JPG,375714,image/jpeg,Y,오비랍토르 측면
524,306,20131224141505782.JPG,032_오비랩터_01.JPG,thum_20131224141505782.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224141505782.JPG,165212,image/jpeg,Y,오비랍토르 골격 측면
239,179,20131218210000222.jpg,15.jpg,thum_20131218210000222.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131218210000222.jpg,40189,image/jpeg,Y,First draft of a report on the EDVAC
242,182,20131218210143358.jpg,18.jpg,thum_20131218210143358.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131218210143358.jpg,137794,image/jpeg,Y,PDP-1 Restoration
249,189,20131218210553731.jpg,25.jpg,thum_20131218210553731.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131218210553731.jpg,77428,image/jpeg,Y,Steve Jobs and Steve Wozniak with the Apple-1 computer
251,191,20131218210716469.jpg,28.jpg,thum_20131218210716469.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131218210716469.jpg,62445,image/jpeg,Y,Apple Macintosh
257,197,20131218211939436.jpg,21.jpg,thum_20131218211939436.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131218211939436.jpg,91361,image/jpeg,Y,에디슨 블랙 왁스(골드 몰드 실린더) 
262,202,20131219090248715.jpg,146-1-NSMK-흰뺨검둥오리.jpg,thum_20131219090248715.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131219090248715.jpg,1941587,image/jpeg,Y,흰뺨검둥오리
279,219,20131219105753879.jpg,20-1.jpg,thum_20131219105753879.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131219105753879.jpg,120315,image/jpeg,Y,에디슨 틴포일 축음기와 포일
287,225,20131223140024386.JPG,106_데이노니쿠스_02.JPG,thum_20131223140024386.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131223140024386.JPG,85975,image/jpeg,Y,데이노니쿠스 앞면
288,225,20131223140024548.JPG,106_데이노니쿠스발골격_01.JPG,thum_20131223140024548.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131223140024548.JPG,36098,image/jpeg,Y,데이노니쿠스 발 골격
216,164,20131218195150280.gif,145-1-NSMK-흰목물떼새.gif,thum_20131218195150280.gif,https://smart.science.go.kr/upload_data/subject/link/thum_20131218195150280.gif,67835,image/gif,Y,흰목물떼새
225,165,20131218205140384.jpg,1.jpg,thum_20131218205140384.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131218205140384.jpg,88316,image/jpeg,Y,Soroban
226,166,20131218205218799.jpg,2.jpg,thum_20131218205218799.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131218205218799.jpg,72072,image/jpeg,Y,Sector
227,167,20131218205255461.jpg,3.jpg,thum_20131218205255461.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131218205255461.jpg,128607,image/jpeg,Y,Napier's Bones
228,168,20131218205334807.jpg,4.jpg,thum_20131218205334807.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131218205334807.jpg,150549,image/jpeg,Y,Pascal's calculator
229,169,20131218205416479.jpg,5.jpg,thum_20131218205416479.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131218205416479.jpg,79891,image/jpeg,Y,A Leibniz Stepped Reckoner calculator
230,170,20131218205453941.jpg,6.jpg,thum_20131218205453941.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131218205453941.jpg,180478,image/jpeg,Y,The Babbage Engine
231,171,20131218205530259.jpg,7.jpg,thum_20131218205530259.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131218205530259.jpg,173972,image/jpeg,Y,Analytical Engine
232,172,20131218205605907.jpg,8.jpg,thum_20131218205605907.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131218205605907.jpg,130918,image/jpeg,Y,The Punched Card’s Pedigree
233,173,20131218205643089.jpg,9.jpg,thum_20131218205643089.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131218205643089.jpg,122840,image/jpeg,Y,Z1 binary gate
234,174,20131218205720960.jpg,10.jpg,thum_20131218205720960.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131218205720960.jpg,163828,image/jpeg,Y,AtanasoffBerry Computer
235,175,20131218205803039.jpg,11.jpg,thum_20131218205803039.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131218205803039.jpg,150945,image/jpeg,Y,Harvard Mark I/IBM ASCC
236,176,20131218205831040.jpg,12.jpg,thum_20131218205831040.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131218205831040.jpg,97219,image/jpeg,Y,ENIAC
240,180,20131218210038918.jpg,16.jpg,thum_20131218210038918.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131218210038918.jpg,68314,image/jpeg,Y,Williams-Kilburn tube from an IBM 701 computer
245,185,20131218210332762.jpg,21.jpg,thum_20131218210332762.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131218210332762.jpg,68553,image/jpeg,Y,PDP-8
246,186,20131218210405033.jpg,22.jpg,thum_20131218210405033.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131218210405033.jpg,152294,image/jpeg,Y,Apollo Guidance Computer logic module (prototype)
250,190,20131218210636277.jpg,26.jpg,thum_20131218210636277.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131218210636277.jpg,112511,image/jpeg,Y,Apple II
255,195,20131218211803010.jpg,6-1.jpg,thum_20131218211803010.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131218211803010.jpg,194251,image/jpeg,Y,10인치 빅터 모나크 레코드 
256,196,20131218211853221.jpg,17-1.jpg,thum_20131218211853221.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131218211853221.jpg,65416,image/jpeg,Y,영국 HMV사의 마르코니폰 575 라디오축음기
261,201,20131218212224317.jpg,30.jpg,thum_20131218212224317.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131218212224317.jpg,155533,image/jpeg,Y,한국음반아카이브연구소
265,205,20131219092354192.jpg,149-4-MNHM-흰뺨검둥오리.jpg,thum_20131219092354192.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131219092354192.jpg,61200,image/jpeg,Y,목포자연사박물관
273,213,20131219105124874.jpg,5-1.jpg,thum_20131219105124874.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131219105124874.jpg,77444,image/jpeg,Y,마드리드 그라모폰
274,214,20131219105210298.jpg,7-1.jpg,thum_20131219105210298.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131219105210298.jpg,83100,image/jpeg,Y,빅터5
281,221,20131219113451097.JPG,남한산성.JPG,thum_20131219113451097.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131219113451097.JPG,462513,image/jpeg,Y,남한산성
283,223,20131223135526907.JPG,058_가르고일레오사우루스_01.JPG,thum_20131223135526907.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131223135526907.JPG,312987,image/jpeg,Y,가르고일레오사우루스
299,230,20131223172951145.JPG,106_헤레라사우루스_04.JPG,thum_20131223172951145.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131223172951145.JPG,68112,image/jpeg,Y,헤레라사우루스 골격
301,230,20131223172951471.JPG,106_헤레라사우루스_06.JPG,thum_20131223172951471.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131223172951471.JPG,69427,image/jpeg,Y,헤레라사우루스 골격
316,235,20131223174254750.JPG,016_프시타코사우루스_02.JPG,thum_20131223174254750.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131223174254750.JPG,167164,image/jpeg,Y,프시타코사우루스 실물 표본
340,245,20131223180334754.JPG,062_파키케팔로사우루스_02.JPG,thum_20131223180334754.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131223180334754.JPG,77914,image/jpeg,Y,파키케팔로사우루스 측면
347,247,20131223181734229.JPG,042_파키케팔로사우루스_03.JPG,thum_20131223181734229.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131223181734229.JPG,287352,image/jpeg,Y,파키케팔로사우루스 골격 측면
351,249,20131224095326253.JPG,004_파라사우룰로푸스_02.JPG,thum_20131224095326253.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224095326253.JPG,357871,image/jpeg,Y,파라사우룰로푸스 측면
365,256,20131224113142017.JPG,058_티라노사우루스_02.JPG,thum_20131224113142017.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224113142017.JPG,333419,image/jpeg,Y,티라노사우루스 측면
