고유 아이디,고유 아이디2,파일 저장명,파일 원본명,파일 섬네일명,파일 저장 경로,파일 크기,파일 종류,사용유무,파일명
557,326,20131224145156244.JPG,004_루펭고사우루스_01.JPG,thum_20131224145156244.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224171732260.JPG,353624,image/jpeg,Y,루펭고사우루스 측면
558,326,20131224145156385.JPG,004_루펭고사우루스_02.JPG,thum_20131224145156385.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224171844929.JPG,359264,image/jpeg,Y,루펭고사우루스 측면
561,327,20131224145211654.JPG,062_알로사우루스_01.JPG,thum_20131224145211654.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224172207071.JPG,76417,image/jpeg,Y,사냥하는 알로사우루스
562,327,20131224145211793.JPG,062_알로사우루스_02.JPG,thum_20131224145211793.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224172917702.JPG,76767,image/jpeg,Y,사냥하는 알로사우루스
564,329,20131224145252389.JPG,076_알로사우루스_01.JPG,thum_20131224145252389.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224150310426.JPG,49132,image/jpeg,Y,알로사우루스 측면
565,330,20131224145358400.JPG,106_알로사우루스_01.JPG,thum_20131224145358400.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224150403100.JPG,69777,image/jpeg,Y,알로사우루스 골격
566,330,20131224145358537.JPG,106_알로사우루스발자국_02.JPG,thum_20131224145358537.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224150433672.JPG,48946,image/jpeg,Y,알로사우루스 발자국
568,331,20131224145434080.JPG,004_마멘키사우루스_02.JPG,thum_20131224145434080.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224150709663.JPG,354010,image/jpeg,Y,마멘키사우루스 측면
569,331,20131224145434220.JPG,004_마멘키사우루스_03.JPG,thum_20131224145434220.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224151002317.JPG,339693,image/jpeg,Y,마멘키사우루스 측면
571,333,20131224145532234.JPG,058_안킬로사우루스_01.JPG,thum_20131224145532234.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224151025671.JPG,282010,image/jpeg,Y,안킬로사우루스 측면
574,334,20131224145625361.JPG,004_안킬로사우루스_01.JPG,thum_20131224145625361.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224151231229.JPG,338942,image/jpeg,Y,안킬로사우루스 측면
575,334,20131224145625511.JPG,004_안킬로사우루스_02.JPG,thum_20131224145625511.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224160742599.JPG,179208,image/jpeg,Y,안킬로사우루스 측면
578,335,20131224145638774.JPG,004_마이아사우라_03.JPG,thum_20131224145638774.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224162922381.JPG,368844,image/jpeg,Y,마이아사우라 측면
580,337,20131224145741039.JPG,062_마이아사우라_01.JPG,thum_20131224145741039.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224163040532.JPG,67787,image/jpeg,Y,마이아사우라 측면
581,337,20131224145741184.JPG,062_마이아사우라_02.JPG,thum_20131224145741184.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224163921360.JPG,84309,image/jpeg,Y,먹이를 먹는 마이아사우라
582,338,20131224145752275.JPG,076_안킬로사우루스_01.JPG,thum_20131224145752275.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224164026363.jpg,56911,image/jpeg,Y,안킬로사우루스 측면
583,339,20131224145835781.JPG,106_모노니쿠스발골격_01.JPG,thum_20131224145835781.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224171214981.JPG,36351,image/jpeg,Y,모노니쿠스 발 골격
238,178,20131218205925546.jpg,14.jpg,thum_20131218205925546.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131224171606197.JPG,99554,image/jpeg,Y,UNIVAC
241,181,20131218210112812.jpg,17.jpg,thum_20131218210112812.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131224171732124.JPG,64106,image/jpeg,Y,IBM 650 Cathode Follower pluggable unit
248,188,20131218210518169.jpg,24.jpg,thum_20131218210518169.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131224171945861.JPG,83063,image/jpeg,Y,Altair 8800
254,194,20131218211734172.jpg,3-1.jpg,thum_20131218211734172.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131224172206933.JPG,149564,image/jpeg,Y,"완성형 축음기를 완성한 직후, ‘불면증 분대’의 기념사진"
270,210,20131219104432655.jpg,1-1.jpg,thum_20131219104432655.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131224172554886.JPG,87066,image/jpeg,Y,"레지나 모델-40 ""Rookwood"""
277,217,20131219105500539.jpg,13-1.jpg,thum_20131219105500539.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131224172800369.JPG,93811,image/jpeg,Y,파테 듀플렉스
313,234,20131223174051299.JPG,014_플라테오사우루스_01.JPG,thum_20131223174051299.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224150005238.JPG,253475,image/jpeg,Y,플라테오사우루스 전면
319,237,20131223174539358.JPG,004_프시타고사우루스_01.JPG,thum_20131223174539358.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224150433238.JPG,360673,image/jpeg,Y,프시타코사우루스 측면
336,244,20131223180125872.JPG,106_파키케팔로사우루스_01.JPG,thum_20131223180125872.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224150549561.JPG,83844,image/jpeg,Y,파키케팔로사우루스 측면
344,246,20131223180523673.JPG,004_파키케팔로사우루스_03.JPG,thum_20131223180523673.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224150810212.JPG,175187,image/jpeg,Y,파키케팔로사우루스 측면
359,251,20131224110748383.JPG,058_파라사우롤로푸스_04.JPG,thum_20131224110748383.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224150914384.JPG,327276,image/jpeg,Y,파라사우롤로푸스 앞면
370,22,20131224113543048.jpg,025_티라노사우루스_01.jpg,thum_20131224113543048.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131224151001937.jpg,188554,image/jpeg,Y,티라노사우루스 앞면
379,20,20131224113909832.JPG,004_티라노사우루스알_02.JPG,thum_20131224113909832.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224151110566.jpg,337079,image/jpeg,Y,티라노사우루스 알
387,260,20131224114340365.JPG,076_티라노사우루스_01.JPG,thum_20131224114340365.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224151209038.JPG,48164,image/jpeg,Y,티라노사우루스 측면
389,261,20131224114546084.JPG,090_티라노사우루스_02.JPG,thum_20131224114546084.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224151231589.JPG,72539,image/jpeg,Y,티라노사우루스 앞면
398,262,20131224114841994.jpg,106_티라노사우루스렉스_01.jpg,thum_20131224114841994.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131224151251490.jpg,68696,image/jpeg,Y,티라노사우루스 렉스 골격
408,18,20131224115310267.JPG,014_트리케라톱스_02.JPG,thum_20131224115310267.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224151415724.JPG,232998,image/jpeg,Y,트리케라톱스 두개골
410,17,20131224115507866.JPG,016_트리케라톱스_02.JPG,thum_20131224115507866.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224151447000.JPG,267234,image/jpeg,Y,트리케라톱스 측면
469,282,20131224133209154.JPG,015_타르보사우루스_06.JPG,thum_20131224133209154.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224151548782.JPG,179736,image/jpeg,Y,타르보사우루스 발톱
470,283,20131224133324393.JPG,106_콤프소그나투스발골격_01.JPG,thum_20131224133324393.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224152103629.JPG,31620,image/jpeg,Y,콤프소그나투스 발 골격
486,290,20131224135020628.JPG,106_켄트로사우루스발골격_02.JPG,thum_20131224135020628.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224152103766.JPG,41063,image/jpeg,Y,켄트로사우루스 발 골격
488,291,20131224135259786.JPG,106_캄프토사우루스발골격_02.JPG,thum_20131224135259786.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224161229293.JPG,40517,image/jpeg,Y,캄프토사우루스 발 골격
495,294,20131224135702970.JPG,004_카마라사우루스_02.JPG,thum_20131224135702970.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224161229434.JPG,363443,image/jpeg,Y,카마라사우루스 앞면
500,297,20131224140202015.JPG,106_이구아노돈발골격_01.JPG,thum_20131224140202015.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224161328113.JPG,46767,image/jpeg,Y,이구아노돈 발 골격
545,319,20131224142849943.JPG,106_에드몬토사우루스발골격_02.JPG,thum_20131224142849943.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224161637300.jpg,41068,image/jpeg,Y,에드몬토사우루스 발 골격
548,321,20131224144539239.jpg,010_알로사우루스_01.jpg,thum_20131224144539239.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131224161637446.jpg,192126,image/jpeg,Y,알로사우루스 골격 측면
549,322,20131224144630602.JPG,014_알로사우루스_01.JPG,thum_20131224144630602.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224161719885.jpg,198317,image/jpeg,Y,알로사우루스 측면
552,323,20131224144735751.JPG,032_알로사우루스_03.JPG,thum_20131224144735751.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224161755646.jpg,166763,image/jpeg,Y,알로사우루스 골격 후면
555,325,20131224145105436.JPG,004_알로사우루스_01.JPG,thum_20131224145105436.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224161834182.jpg,320342,image/jpeg,Y,알로사우루스 측면
559,326,20131224145156527.JPG,004_루펭고사우루스_03.JPG,thum_20131224145156527.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224162655607.JPG,337684,image/jpeg,Y,루펭고사우루스 측면
560,326,20131224145156670.JPG,004_루펭고사우루스_04.JPG,thum_20131224145156670.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224162743953.jpg,348291,image/jpeg,Y,루펭고사우루스 측면
563,328,20131224145237941.jpg,025_마멘키사우루스_01.jpg,thum_20131224145237941.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131224162832370.JPG,187768,image/jpeg,Y,마멘키사우루스 앞면
567,331,20131224145433937.JPG,004_마멘키사우루스_01.JPG,thum_20131224145433937.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224162922236.JPG,327746,image/jpeg,Y,마멘키사우루스 측면
570,332,20131224145519976.jpg,010_마소스폰틸루스_01.jpg,thum_20131224145519976.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131224163040672.JPG,237525,image/jpeg,Y,마소스폰틸루스 측면
572,333,20131224145532382.JPG,058_안킬로사우루스_02.JPG,thum_20131224145532382.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224164146053.jpg,276151,image/jpeg,Y,안킬로사우루스 앞면
573,333,20131224145532535.JPG,058_안킬로사우루스_03.JPG,thum_20131224145532535.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224164229533.jpg,287133,image/jpeg,Y,안킬로사우루스 측면
576,335,20131224145638488.JPG,004_마이아사우라_01.JPG,thum_20131224145638488.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224171215289.JPG,356950,image/jpeg,Y,마이아사우라 측면
577,335,20131224145638624.JPG,004_마이아사우라_02.JPG,thum_20131224145638624.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224171606459.JPG,362590,image/jpeg,Y,마이아사우라 측면
579,336,20131224145712101.JPG,062_안킬로사우루스_01.JPG,thum_20131224145712101.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224171606990.JPG,76623,image/jpeg,Y,안킬로사우루스 측면
584,340,20131224145838439.JPG,090_안킬로사우루스_01.JPG,thum_20131224145838439.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224171732394.JPG,45483,image/jpeg,Y,안킬로사우루스 앞면
585,340,20131224145838565.JPG,090_안킬로사우루스_2.JPG,thum_20131224145838565.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224171845070.JPG,50007,image/jpeg,Y,안킬로사우루스 앞면
586,341,20131224145920237.jpg,098_안킬로사우루스꼬리곤봉(가운데)_01.jpg,thum_20131224145920237.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131224172207209.JPG,44430,image/jpeg,Y,안킬로사우루스 꼬리 곤봉(가운데)
587,342,20131224145929220.JPG,058_무타부라사우루스_01.JPG,thum_20131224145929220.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224172554747.JPG,329015,image/jpeg,Y,무타부라사우루스 측면
252,192,20131218210758235.jpg,30.jpg,thum_20131218210758235.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131224172555017.JPG,37438,image/jpeg,Y,IBM/BellSouth Simon Personal Communicator
259,199,20131218212109861.jpg,23.jpg,thum_20131218212109861.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131224172800103.JPG,176126,image/jpeg,Y,《뉴욕 선(New York Sun)》지에 게재한 만평
263,203,20131219090435487.jpg,147-1-SMNH-흰뺨검둥오리.jpg,thum_20131219090435487.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131224172917565.JPG,79090,image/jpeg,Y,흰뺨검둥오리
266,206,20131219093746343.jpg,114-1-SMNH-직박구리.jpg,thum_20131219093746343.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131224145929495.JPG,62060,image/jpeg,Y,직박구리
271,211,20131219104821680.jpg,2-1.jpg,thum_20131219104821680.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131224150402960.JPG,55409,image/jpeg,Y,브레디모델 틴포일 축음기
272,212,20131219105036680.jpg,4-1.jpg,thum_20131219105036680.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131224150433532.JPG,57115,image/jpeg,Y,에디슨 젬 포노그라프
275,215,20131219105330408.jpg,8-1.jpg,thum_20131219105330408.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131224150549267.JPG,93967,image/jpeg,Y,HMV 뤼미에르
276,216,20131219105417793.jpg,12-1.jpg,thum_20131219105417793.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131224150712028.JPG,74266,image/jpeg,Y,에디슨 다이아몬드 디스크 축음기
280,220,20131219113417204.JPG,수원화성.JPG,thum_20131219113417204.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224151002183.JPG,213360,image/jpeg,Y,수원 화성
282,222,20131219113523220.JPG,한양도성.JPG,thum_20131219113523220.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224151025529.JPG,156650,image/jpeg,Y,한양도성
285,224,20131223135731669.JPG,062_데이노니쿠스_02.JPG,thum_20131223135731669.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224151231098.JPG,53790,image/jpeg,Y,데이노니쿠스 윗면
286,225,20131223140024282.jpg,106_데이노니쿠스_01.jpg,thum_20131223140024282.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131224151537740.JPG,100885,image/jpeg,Y,데이노니쿠스 앞면
289,225,20131223140024671.JPG,106_데이노니쿠스앞발골격_01.JPG,thum_20131223140024671.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224151549065.JPG,51865,image/jpeg,Y,데이노니쿠스 앞발 골격
290,226,20131223141130777.JPG,032_드로마에오사우루스_01.JPG,thum_20131223141130777.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224162655319.JPG,189877,image/jpeg,Y,드로마에오사우루스 골격
292,227,20131223141302177.JPG,014_디플로도쿠스_02.JPG,thum_20131223141302177.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224163146065.JPG,155011,image/jpeg,Y,디플로도쿠스 대퇴부
295,229,20131223171258785.JPG,106_힙실로포돈발골격_02.JPG,thum_20131223171258785.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224163921104.JPG,34734,image/jpeg,Y,힙실로포돈 발 골격
297,230,20131223172950823.JPG,106_헤레라사우루스_02.JPG,thum_20131223172950823.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224164146296.JPG,62865,image/jpeg,Y,헤레라사우루스 골격
303,230,20131223172951781.JPG,106_헤레라사우루스발자국_01.JPG,thum_20131223172951781.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224171214667.JPG,46866,image/jpeg,Y,헤레라사우루스 발자국
306,231,20131223173132206.JPG,032_헤레라사우루스_02.JPG,thum_20131223173132206.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224171606593.JPG,166690,image/jpeg,Y,헤레라사우루스 골격
310,232,20131223173517461.JPG,106_플라테오사우루스발골격_02.JPG,thum_20131223173517461.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224171732526.JPG,41875,image/jpeg,Y,플라테오사우루스 발 골격
317,235,20131223174254914.JPG,016_프시타코사우루스_03.JPG,thum_20131223174254914.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224171844656.JPG,174222,image/jpeg,Y,프시타코사우루스 실물 표본
322,239,20131223174849290.JPG,062_프로토케라톱스_01.JPG,thum_20131223174849290.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224172207349.JPG,77655,image/jpeg,Y,프로토케라톱스의 사냥
323,239,20131223174849445.JPG,062_프로토케라톱스알_01.JPG,thum_20131223174849445.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224172800500.JPG,54689,image/jpeg,Y,프로토케라톱스의 알
326,240,20131223175134523.JPG,004_프로토케라톱스_02.JPG,thum_20131223175134523.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224145929359.JPG,339678,image/jpeg,Y,프로토케라톱스 측면
329,240,20131223175134961.JPG,004_프로토케라톱스_05.JPG,thum_20131223175134961.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224150433380.JPG,342247,image/jpeg,Y,프로토케라톱스 측면
331,242,20131223175638668.JPG,014_프로토케라톱스_01.JPG,thum_20131223175638668.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224150549135.JPG,222433,image/jpeg,Y,프로토케라톱스 측면
333,243,20131223175828088.JPG,058_프로토케라톱스_01.JPG,thum_20131223175828088.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224150549701.JPG,329724,image/jpeg,Y,프로토케라톱스 앞면
334,243,20131223175828228.JPG,058_프로토케라톱스_02.JPG,thum_20131223175828228.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224150810350.JPG,340244,image/jpeg,Y,프로토케라톱스 측면
341,245,20131223180334901.JPG,062_파키케팔로사우루스_03.JPG,thum_20131223180334901.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224150914529.JPG,81567,image/jpeg,Y,파키케팔로사우루스 앞면
346,247,20131223181734083.JPG,042_파키케팔로사우루스_02.JPG,thum_20131223181734083.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224151002045.JPG,291618,image/jpeg,Y,파키케팔로사우루스 골격 측면
350,249,20131224095326116.JPG,004_파라사우룰로푸스_01.JPG,thum_20131224095326116.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224151025388.JPG,367403,image/jpeg,Y,파라사우룰로푸스 앞면
358,251,20131224110748240.JPG,058_파라사우롤로푸스_03.JPG,thum_20131224110748240.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224151548924.JPG,241358,image/jpeg,Y,파라사우롤로푸스 측면
360,252,20131224112417722.JPG,062_파라사우롤로푸스_01.JPG,thum_20131224112417722.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224160742465.JPG,69247,image/jpeg,Y,파라사우롤로푸스 측면
362,254,20131224112638249.JPG,090_파라사우롤로푸스_01.JPG,thum_20131224112638249.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224161834324.jpg,59056,image/jpeg,Y,파라사우롤로푸스 측면
366,256,20131224113142160.JPG,058_티라노사우루스_03.JPG,thum_20131224113142160.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224161918082.jpg,281944,image/jpeg,Y,티라노사우루스 앞면
376,20,20131224113909415.JPG,004_티라노사우루스_03.JPG,thum_20131224113909415.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224163040953.JPG,275106,image/jpeg,Y,티라노사우루스 앞면
377,20,20131224113909553.JPG,004_티라노사우루스_04.JPG,thum_20131224113909553.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224164229392.jpg,189847,image/jpeg,Y,티라노사우루스 앞면
382,258,20131224114111749.JPG,042_티라노사우루스_03.JPG,thum_20131224114111749.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224171214816.JPG,236199,image/jpeg,Y,티라노사우루스 두개골 측면
383,258,20131224114111888.JPG,042_티라노사우루스_04.JPG,thum_20131224114111888.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224171607108.JPG,231716,image/jpeg,Y,티라노사우루스 두개골 측면
384,259,20131224114251079.JPG,062_티라노사우루스_01.JPG,thum_20131224114251079.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224171731984.JPG,74143,image/jpeg,Y,티라노사우루스 측면
393,261,20131224114546603.JPG,090_티라노사우루스_06.JPG,thum_20131224114546603.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224171845207.JPG,86700,image/jpeg,Y,티라노사우루스 앞면
244,184,20131218210259727.jpg,20.jpg,thum_20131218210259727.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131224171945715.JPG,99002,image/jpeg,Y,IBM System/360 Model 30 computer
264,204,20131219090626579.jpg,148-3-JNHM-흰뺨검둥오리.jpg,thum_20131219090626579.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131224172555159.JPG,67392,image/jpeg,Y,흰뺨검둥오리
267,207,20131219093826654.jpg,116-4-MNHM-직박구리.jpg,thum_20131219093826654.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131224172800236.JPG,2306486,image/jpeg,Y,직박구리
278,218,20131219105641157.jpg,16-1.jpg,thum_20131219105641157.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20141222094858771.JPG,136650,image/jpeg,Y,어린이를 위한 축음기와 디스크들
395,262,20131224114841582.JPG,106_티라노사우루스_02.JPG,thum_20131224114841582.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20141222094914371.JPG,85095,image/jpeg,Y,티라노사우루스 측면
396,262,20131224114841726.JPG,106_티라노사우루스꼬리뼈&복부늑골&발골격_01.JPG,thum_20131224114841726.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20141230090847674.jpg,61644,image/jpeg,Y,티라노사우루스 꼬리뼈 & 복부 늑골 & 발 골격
404,263,20131224115119696.JPG,058_트리케라톱스_03.JPG,thum_20131224115119696.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20141230090946873.jpg,325897,image/jpeg,Y,트리케라톱스 측면
405,263,20131224115119836.JPG,058_트리케라톱스_04.JPG,thum_20131224115119836.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20141230091008251.jpg,304274,image/jpeg,Y,트리케라톱스 앞면
424,15,20131224120240061.JPG,004_트리케라톱스_04.JPG,thum_20131224120240061.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20141230091107175.jpg,158450,image/jpeg,Y,트리케라톱스 앞면
426,264,20131224125749900.JPG,015_트리케라톱스_01.JPG,thum_20131224125749900.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20141230091129511.jpg,206805,image/jpeg,Y,트리케라톱스 측면
428,264,20131224125750181.JPG,015_트리케라톱스_03.JPG,thum_20131224125750181.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20141230091153957.jpg,233274,image/jpeg,Y,트리케라톱스 측면
294,229,20131223171257575.JPG,106_힙실로포돈발골격_01.JPG,thum_20131223171257575.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20141230091211109.jpg,35331,image/jpeg,Y,힙실로포돈 발 골격
302,230,20131223172951625.JPG,106_헤레라사우루스_07.JPG,thum_20131223172951625.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20141230091229916.jpg,56596,image/jpeg,Y,헤레라사우루스 골격
304,230,20131223172951913.JPG,106_헤레라사우루스발자국_02.JPG,thum_20131223172951913.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20141230091300889.jpg,51721,image/jpeg,Y,헤레라사우루스 발자국
305,231,20131223173132052.JPG,032_헤레라사우루스_01.JPG,thum_20131223173132052.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20141230091351901.jpg,165272,image/jpeg,Y,헤레라사우루스 골격
307,232,20131223173517090.JPG,106_플라테오사우루스_01.JPG,thum_20131223173517090.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20141230091410304.jpg,63902,image/jpeg,Y,플라테오사우루스 골격
308,232,20131223173517229.jpg,106_플라테오사우루스_02.jpg,thum_20131223173517229.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20141230091510986.jpg,68168,image/jpeg,Y,플라테오사우루스 골격
314,234,20131223174052672.JPG,014_플레테오사우루스_02.JPG,thum_20131223174052672.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20141230091646717.jpg,199733,image/jpeg,Y,플라테오사우루스 측면
320,238,20131223174710440.jpg,106_프로토케라톱스_01.jpg,thum_20131223174710440.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20150106095247418.JPG,54424,image/jpeg,Y,프로토케라톱스 골격
324,239,20131223174849592.JPG,062_프로토케라톱스알_02.JPG,thum_20131223174849592.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20150106095310793.JPG,55531,image/jpeg,Y,프로토케라톱스의 알
332,242,20131223175638819.JPG,014_프로토케라톱스_02.JPG,thum_20131223175638819.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20150106095412113.JPG,200922,image/jpeg,Y,프로토케라톱스 전면
342,246,20131223180523388.JPG,004_파키케팔로사우루스_01.JPG,thum_20131223180523388.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20150106095455198.JPG,358637,image/jpeg,Y,파키케팔로사우루스 측면
348,248,20131223181832356.JPG,034_파키케팔로사우루스_01.JPG,thum_20131223181832356.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20150106095515872.JPG,306415,image/jpeg,Y,파키케팔로사우루스
364,256,20131224113141871.JPG,058_티라노사우루스_01.JPG,thum_20131224113141871.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20150106095553305.JPG,294248,image/jpeg,Y,티라노사우루스 두개골
368,19,20131224113402907.JPG,014_티라노사우루스_01.JPG,thum_20131224113402907.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20150106095623297.JPG,213843,image/jpeg,Y,티라노사우루스 측면
374,20,20131224113909134.JPG,004_티라노사우루스_01.JPG,thum_20131224113909134.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20150106095705379.JPG,302345,image/jpeg,Y,티라노사우루스 측면
380,258,20131224114111473.JPG,042_티라노사우루스_01.JPG,thum_20131224114111473.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20150106095725576.JPG,211236,image/jpeg,Y,티라노사우루스 두개골 측면
385,259,20131224114251222.JPG,062_티라노사우루스_02.JPG,thum_20131224114251222.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20150106095744963.JPG,76084,image/jpeg,Y,티라노사우루스 앞면
